0,578,1417.9246551291694
0,22,925.5363869585791
0,842,513.4796228956228
0,1810,264.5202808224085
0,35,41.31245791245791
0,34,11.014814814814814
0,15,9.29719963866305
0,16,7.609033423667569
0,20,0.7957671957671957
0,8,0.4918518518518518
0,21,0.2518518518518519
0,5,0.08888888888888889
5,15,0.30243902439024395
5,20,0.28571428571428575
5,842,0.2642424242424243
5,35,0.1696969696969697
5,22,0.16543375924680567
5,578,0.12731376975169303
5,34,0.09333333333333334
5,0,0.08888888888888889
5,8,0.06666666666666667
5,16,0.029268292682926828
5,1810,0.020116054158607354
5,21,0.0
8,578,1063.4411286681716
8,22,892.4224613315401
8,1810,372.4846421663444
8,842,198.0700606060606
8,35,39.72727272727273
8,34,25.506666666666668
8,15,19.806829268292685
8,16,10.080000000000002
8,20,0.9542857142857144
8,0,0.4918518518518518
8,21,0.24
8,5,0.06666666666666667
15,578,4123.366338159995
15,22,2067.555677661686
15,842,338.38308351810787
15,1810,242.2249941029391
15,35,35.0379896526238
15,8,19.806829268292685
15,0,9.29719963866305
15,34,8.494959349593497
15,16,5.5268292682926825
15,20,1.0878048780487806
15,5,0.30243902439024395
15,21,0.0975609756097561
16,578,674.5247646313935
16,22,500.7557826365083
16,842,193.2870303030303
16,1810,151.66812284757276
16,35,22.41019955654102
16,8,10.080000000000002
16,0,7.609033423667569
16,34,6.039674796747967
16,15,5.5268292682926825
16,20,0.4508710801393728
16,21,0.33170731707317075
16,5,0.029268292682926828
20,578,3037.954756530152
20,22,1784.671111538092
20,842,707.47716017316
20,1810,576.2154738878143
20,35,62.51255411255411
20,34,20.71238095238095
20,15,1.0878048780487806
20,8,0.9542857142857144
20,0,0.7957671957671957
20,16,0.4508710801393728
20,5,0.28571428571428575
20,21,0.11428571428571428
21,1810,0.360541586073501
21,16,0.33170731707317075
21,34,0.26666666666666666
21,578,0.25869074492099325
21,0,0.2518518518518519
21,8,0.24
21,22,0.21385339609952925
21,35,0.1272727272727273
21,20,0.11428571428571428
21,15,0.0975609756097561
21,842,0.07006060606060606
21,5,0.0
22,15,2067.555677661686
22,20,1784.671111538092
22,0,925.5363869585791
22,8,892.4224613315401
22,16,500.7557826365083
22,578,120.47240432886369
22,842,22.218009496443926
22,1810,14.225060518042246
22,35,3.46944631248599
22,34,0.7435462900694911
22,21,0.21385339609952925
22,5,0.16543375924680567
34,578,1488.778901429646
34,1810,444.9106511927789
34,842,429.11369696969695
34,35,49.0339393939394
34,8,25.506666666666668
34,20,20.71238095238095
34,0,11.014814814814814
34,15,8.494959349593497
34,16,6.039674796747967
34,22,0.7435462900694911
34,21,0.26666666666666666
34,5,0.09333333333333334
35,578,2642.158362405089
35,842,435.2627878787879
35,1810,277.45267569310124
35,20,62.51255411255411
35,34,49.0339393939394
35,0,41.31245791245791
35,8,39.72727272727273
35,15,35.0379896526238
35,16,22.41019955654102
35,22,3.46944631248599
35,5,0.1696969696969697
35,21,0.1272727272727273
578,15,4123.366338159995
578,20,3037.954756530152
578,35,2642.158362405089
578,34,1488.778901429646
578,0,1417.9246551291694
578,8,1063.4411286681716
578,16,674.5247646313935
578,22,120.47240432886369
578,1810,22.337852517781435
578,842,16.412272795676856
578,21,0.25869074492099325
578,5,0.12731376975169303
842,20,707.47716017316
842,0,513.4796228956228
842,35,435.2627878787879
842,34,429.11369696969695
842,15,338.38308351810787
842,8,198.0700606060606
842,16,193.2870303030303
842,22,22.218009496443926
842,578,16.412272795676856
842,1810,11.008876853642812
842,5,0.2642424242424243
842,21,0.07006060606060606
1810,20,576.2154738878143
1810,34,444.9106511927789
1810,8,372.4846421663444
1810,35,277.45267569310124
1810,0,264.5202808224085
1810,15,242.2249941029391
1810,16,151.66812284757276
1810,578,22.337852517781435
1810,22,14.225060518042246
1810,842,11.008876853642812
1810,21,0.360541586073501
1810,5,0.020116054158607354
